Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
42nbgd,25-34 years old,1,at the office,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,medium,full caffeine,2,3,3,3,"citrus, earthy",3,2,4,"chocolate, raspberry",1,4,2,"smokey, grilled meat, savory",2,3,4,"apple, pomegranate",coffee b,coffee d,coffee d,i primarily work in person,$20-$40,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,more than $20,more than $20,yes,$50-$100,yes,male,NA,doctorate or professional degree,white/caucasian,NA,employed full-time,none,democrat
1r2ano,25-34 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,oat milk,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nutty,somewhat strong,medium,full caffeine,6,2,5,2,NA,4,1,5,NA,5,2,4,NA,4,4,3,NA,coffee b,coffee d,coffee b,i primarily work from home,$40-$60,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$6-$8,$10-$15,no,$500-$1000,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
pabq2b,35-44 years old,2,"on the go, at home, at a cafe, at the office",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, espresso, french press, coffee extract (e.g. cometeer), cold brew",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,specialty coffee shop,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,medium,medium,full caffeine,6,2,3,2,"smooth, mellow, round, sweet",4,2,4,"deep, earthy, smokey?, lingering nuttiness",3,2,3,"nutty, tobacco, overripe",2,4,5,"bright, fruity, zesty, fun",coffee b,coffee d,coffee d,i primarily work from home,$60-$80,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$8-$10,more than $20,no,"more than $1,000",yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
nabzbq,25-34 years old,2,"at a cafe, at home",TRUE,FALSE,FALSE,TRUE,FALSE,"pod/capsule machine (e.g. keurig/nespresso), coffee brewing machine (e.g. mr. coffee)",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,floral,medium,light,full caffeine,7,1,3,4,rice,1,2,1,chocolate,3,1,2,buttery/nutty,1,5,4,plum,coffee c,coffee a,coffee a,i do a mix of both,$80-$100,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$10-$15,$8-$10,yes,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,NA,none,independent
nabzlb,35-44 years old,less than 1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,coffee brewing machine (e.g. mr. coffee),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bold,somewhat strong,dark,full caffeine,6,2,4,3,NA,2,2,4,NA,1,3,5,NA,5,4,1,NA,coffee b,coffee d,coffee b,i do a mix of both,$40-$60,"it tastes good, i need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$6-$8,yes,$100-$300,yes,male,NA,doctorate or professional degree,other (please specify),NA,employed full-time,1,independent
lnlenv,18-24 years old,less than 1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,medium,medium,full caffeine,6,1,5,1,it was too acidic for me to finish my portion,2,3,4,"it was a good middleground. i would not buy it, but i woukd drink it if i had it.",4,2,5,it was my favorite coffee from the bunch. i could drink it.,2,4,4,it had some acidity but it was balanced out by the coffee's flavor.,coffee c,coffee d,coffee c,i primarily work in person,$20-$40,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,no,$8-$10,$8-$10,yes,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,employed part-time,none,independent
wap7pj,35-44 years old,1,"at home, at a cafe, on the go, at the office",TRUE,TRUE,TRUE,TRUE,FALSE,"pour over, pod/capsule machine (e.g. keurig/nespresso)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"drive-thru, local cafe",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,latte,NA,"no - just black, milk, dairy alternative, or coffee creamer, flavor syrup",TRUE,TRUE,FALSE,TRUE,FALSE,NA,"oat milk, soy milk, whole milk",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,somewhat strong,light,full caffeine,3,4,2,5,NA,3,2,3,NA,2,3,4,NA,3,4,3,NA,coffee a,coffee a,coffee a,i do a mix of both,$60-$80,"i need the caffeine, it tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$8-$10,$8-$10,no,$500-$1000,yes,female,NA,master's degree,white/caucasian,NA,employed full-time,none,democrat
rlrzql,35-44 years old,2,on the go,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,local cafe,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,cold brew,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,NA,half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"artificial sweeteners (e.g., splenda)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,medium,full caffeine,6,2,5,4,"sweet, praline",3,3,3,"woody, mucky",4,3,2,smoky,1,1,5,"raspberry, chocolate",coffee b,coffee d,coffee d,i primarily work in person,$80-$100,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,more than $20,yes,$300-$500,yes,female,NA,bachelor's degree,white/caucasian,NA,employed part-time,none,republican
kyrpxz,35-44 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,instant coffee,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener, flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,NA,"half and half, almond milk",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"artificial sweeteners (e.g., splenda), agave nectar, granulated sugar",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,bold,medium,light,full caffeine,5,4,4,2,NA,2,4,2,NA,1,2,3,NA,3,4,2,NA,coffee c,coffee a,coffee c,i primarily work from home,$20-$40,"i need the caffeine, it tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,no,$4-$6,$4-$6,yes,less than $20,yes,female,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
24x6jl,35-44 years old,2,"at home, on the go",TRUE,FALSE,TRUE,FALSE,FALSE,coffee brewing machine (e.g. mr. coffee),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"national chain (e.g. starbucks, dunkin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,regular drip coffee,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,4,3,4,2,NA,2,2,4,NA,1,2,5,NA,2,5,3,NA,coffee c,coffee a,coffee c,i primarily work in person,$20-$40,"it tastes good, i need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,NA,yes,yes,$10-$15,$10-$15,yes,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
albx9n,25-34 years old,less than 1,at a cafe,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,latte,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caramalized,medium,dark,full caffeine,4,3,3,1,"metallic, roasty, burnt stew",4,2,4,"toasted bread, bakers chocolate",2,3,2,"thin, bright acids, richer when cooled",3,4,3,"unusual, fruity vinegar, dark berries, acidic chocolate, like 2 flavors not normally put together",coffee b,coffee d,coffee b,i primarily work from home,<$20,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,no,$8-$10,$10-$15,yes,less than $20,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,democrat
vz16zy,25-34 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"pour over, espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,medium,light,full caffeine,7,1,5,5,"lime, warhead candy, caramel, light body",3,2,3,"heavier body than a, chocolate, graham cracker",4,1,2,"medium to heavy body, tobacco",1,4,5,"light body, strawberry",coffee a,coffee a,coffee a,i primarily work from home,$60-$80,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,yes,more than $20,more than $20,no,"more than $1,000",yes,male,NA,bachelor's degree,asian/pacific islander,NA,employed full-time,none,democrat
9djk44,35-44 years old,less than 1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,americano,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,medium,half caff,5,5,5,2,NA,3,4,3,NA,2,4,4,NA,1,1,4,NA,coffee c,coffee d,coffee c,i primarily work from home,$20-$40,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$8-$10,$15-$20,yes,$100-$300,yes,female,NA,bachelor's degree,hispanic/latino,NA,homemaker,none,democrat
yzzazd,35-44 years old,3,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pourover,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,somewhat strong,medium,full caffeine,5,2,4,5,walnuts,3,2,4,chocolate,2,2,2,NA,1,3,2,NA,coffee a,coffee a,coffee d,i primarily work from home,$20-$40,"it tastes good, i need the caffeine, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,no,$6-$8,$8-$10,no,$50-$100,yes,male,NA,NA,NA,NA,NA,NA,NA
rzb9gq,35-44 years old,2,at home,TRUE,FALSE,FALSE,FALSE,FALSE,"coffee brewing machine (e.g. mr. coffee), cold brew",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,very strong,light,full caffeine,4,3,4,5,NA,2,1,3,NA,2,2,2,NA,3,4,4,NA,coffee a,coffee a,coffee a,i primarily work from home,$40-$60,"it tastes good, i need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,NA,yes,yes,$10-$15,$6-$8,yes,$500-$1000,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,1,democrat
xebbb4,25-34 years old,3,"at home, on the go, at the office",TRUE,TRUE,TRUE,FALSE,FALSE,"espresso, cold brew, pour over, french press, other",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,switch infusion,"specialty coffee shop, national chain (e.g. starbucks, dunkin), drive-thru",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,americano,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,medium,medium,full caffeine,5,3,3,4,"butter, cake, cheese",4,4,2,"heavy, charcoal, grill, smoke",3,2,3,"simple, flowers, coffee, basic",1,3,5,"yogurt, fruit/berry, bright, candy",coffee a,coffee d,coffee d,i primarily work in person,$40-$60,"i need the caffeine, it tastes good, i need the ritual",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,no,$6-$8,$8-$10,yes,$100-$300,yes,male,NA,bachelor's degree,white/caucasian,NA,employed full-time,none,no affiliation
24x67a,25-34 years old,2,"at home, at a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,coffee brewing machine (e.g. mr. coffee),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caramalized,somewhat strong,medium,full caffeine,7,2,5,4,"tomato, fleshy grapefruit, thin body",4,3,2,"full, rich chocolate body, toffee",3,3,5,"blueberry, dark chocolate, tobacco",2,4,3,"red raspberry, cherry",coffee c,coffee a,coffee c,i primarily work in person,$40-$60,"i need the caffeine, it tastes good, i need the ritual, it makes me go to the bathroom",TRUE,TRUE,TRUE,TRUE,FALSE,NA,yes,yes,$10-$15,$10-$15,yes,$50-$100,yes,female,NA,some college or associate's degree,white/caucasian,NA,student,none,democrat
zkq6g8,25-34 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular drip coffee,NA,"milk, dairy alternative, or coffee creamer, sugar or sweetener, flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,granulated sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,very strong,dark,full caffeine,3,4,2,2,very bright bit the bitterness overpowers the coffee a little,2,4,3,the acidity&bitterness contrast each other best,4,3,5,this one has a deep flavor that i really like,3,3,4,the acidity on this one overpowered the bitterness,coffee c,coffee d,coffee a,i do a mix of both,<$20,other,FALSE,FALSE,FALSE,FALSE,TRUE,suppress hunger in the morning,yes,no,$8-$10,$10-$15,no,$20-$50,yes,male,NA,master's degree,asian/pacific islander,NA,employed full-time,none,no affiliation
qbele7,35-44 years old,3,"at the office, at home",TRUE,TRUE,FALSE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cappuccino,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,somewhat strong,medium,full caffeine,2,2,5,4,NA,3,2,4,NA,4,1,5,NA,1,3,1,NA,coffee c,coffee a,NA,i primarily work in person,$40-$60,"it tastes good, i need the ritual, i need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,NA,yes,no,$6-$8,$4-$6,no,$20-$50,NA,NA,NA,NA,NA,NA,NA,NA,NA
pabqgd,45-54 years old,less than 1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,espresso,NA,"no - just black, milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,NA,almond milk,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chocolatey,very strong,italian,full caffeine,3,1,4,5,"complex, caramel",2,2,3,"chocolate,  nutty",3,3,3,earthy,3,4,4,"sweet, unique scent, fruit, dried fruit, fermented",coffee a,coffee a,coffee a,i primarily work from home,<$20,it tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,NA,yes,yes,$8-$10,more than $20,no,$100-$300,yes,female,NA,master's degree,white/caucasian,NA,retired,none,independent
qbeln8,25-34 years old,1,at home,TRUE,FALSE,FALSE,FALSE,FALSE,espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,mocha,NA,"milk, dairy alternative, or coffee creamer, flavor syrup",FALSE,TRUE,FALSE,TRUE,FALSE,NA,"oat milk, almond milk, whole milk, skim milk",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bright,medium,light,full caffeine,7,2,3,4,"standard fruity light
lil bitter",2,2,1,"donut shop swill
drank too much of this as a kid
tim hortons killer",3,1,2,"burnt dish water
nothing offensive
15 mins later got a bit better",1,4,3,"tea
fruit tea",coffee a,coffee a,coffee a,i primarily work from home,$40-$60,"i need the caffeine, i need the ritual, it makes me go to the bathroom",FALSE,TRUE,TRUE,TRUE,FALSE,NA,no,yes,$6-$8,$6-$8,yes,$300-$500,yes,male,NA,high school graduate,white/caucasian,NA,unemployed,none,independent
9djkwv,35-44 years old,3,"at home, on the go, at the office",TRUE,TRUE,TRUE,FALSE,FALSE,pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"national chain (e.g. starbucks, dunkin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,mocha,NA,no - just black,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fruity,somewhat strong,light,full caffeine,6,1,4,5,juicy rich with fruity caramel notes,2,3,3,a little bitter with chocolate notes,3,1,3,toasty with a dry/smoky mouthfeel,2,5,4,"fruity with creamy mouthfeel, like blueberry pie filling",coffee a,coffee a,coffee a,i primarily work in person,$80-$100,"it tastes good, i need the ritual, other",TRUE,FALSE,TRUE,FALSE,TRUE,it's an enjoyable hobby,yes,yes,$8-$10,more than $20,no,$300-$500,yes,male,NA,some college or associate's degree,white/caucasian,NA,employed full-time,none,no affiliation
rlrzgp,25-34 years old,1,"at home, at a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"pour over, french press",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,cortado,NA,"milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,NA,half and half,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,full bodied,medium,medium,full caffeine,7,2,4,4,NA,4,3,2,changed a lot as it cooled. got more acidic over time,4,2,3,NA,2,5,5,NA,coffee a,coffee d,coffee b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
